CustomerName,Email,Phone,Price,Quantity,SKU,Description,ShippingStreet,ShippingCity,ShippingState,ShippingZip,OrderNotes
TechStart Inc,techstart.inc@zoho.com,+91-9821860299,14.01,23,CART-1606,Tamper Seal 100pk,"706, Tower Road",Varanasi,UP,221001,Express delivery
Nova Distributors,nova.distributors@rediffmail.com,+91-9487221380,7.14,2,GLOVE-4132,Utility Cart 300lb,"95, Park Ave",Mysore,KA,570001,Express delivery
Quantum Distribution,quantum.distribution@yahoo.com,+91-7112552319,23.96,25,CASE-9055,Thermal Label 4x6 250pk,"222, Tower Road",Guwahati,AS,781001,Express delivery
Orion Industries,orion.industries@yahoo.com,+91-9558613700,13.36,44,UNIF-7282,Precision Tool Kit,"515, Industrial Blvd",Mumbai,MH,400001,
Delta Commerce,delta.commerce@company.in,+91-8919025423,200.89,35,UNIF-8047,AA Rechargeable 4pk,"924, Lake View Rd",Visakhapatnam,AP,530001,Leave at front door
Elite Traders,elite.traders@outlook.com,+91-9250530289,89.32,19,TOOL-3263,Nitrile Gloves M 100pk,"498, Technology Park",Bangalore,KA,560001,Handle with care
Acme Corp,acme.corp@proton.me,+91-7732154573,7.17,50,RACK-8084,Bluetooth Speaker,"731, Lake View Rd",Nagpur,MH,440001,Fragile items
Vertex Solutions,vertex.solutions@yahoo.com,+91-8844013103,11.52,11,LABEL-8129,Shipping Box M,"814, Station Road",Kolkata,WB,700001,Office hours only
Orion Industries,orion.industries@gmail.com,+91-8371772083,7.53,45,GADGET-4570,Tamper Seal 100pk,"571, Station Road",Goa,GA,403001,Handle with care
Orion Industries,orion.industries@yahoo.com,+91-8171972210,31.50,6,PACK-8309,Noise Canceling Headphones,"929, Bazaar Street",Ahmedabad,GJ,380001,
Horizon Wholesale,horizon.wholesale@outlook.com,+91-9177835757,78.34,2,LABEL-8945,Shipping Box M,"571, Business Center",Pune,MH,411001,Fragile items
Sigma Networks,sigma.networks@yahoo.com,+91-7761036535,2.45,38,CABLE-4921,HDMI Cable 6ft,"765, Station Road",Nagpur,MH,440001,Rush delivery needed
Zenith Group,zenith.group@gmail.com,+91-8718897282,24.14,4,CHARG-9595,Safety Goggles Anti-Fog,"10, Business Center",Allahabad,UP,211001,Handle with care
Horizon Wholesale,horizon.wholesale@outlook.com,+91-9175972227,16.19,16,GLOVE-7844,Smart Bulb WiFi,"102, Industrial Blvd",Varanasi,UP,221001,Gift wrap please
Zenith Group,zenith.group@fastmail.com,+91-8670729058,9.66,5,TOOL-7827,Warehouse Vest Orange,"75, Tower Road",Bhubaneswar,OD,751001,
NexGen Logistics,nexgen.logistics@nexusmail.com,+91-7860063266,8.74,41,GADGET-7076,Smart Gadget Pro,"892, Ring Road",Kochi,KL,682001,
Helix Suppliers,helix.suppliers@proton.me,+91-9740639454,6.55,13,CABLE-7854,Mobile Computer PDA,"973, Hospital Road",Delhi,DL,110001,Office hours only
Vega Exports,vega.exports@proton.me,+91-9533219837,90.08,16,SEAL-9828,Plastic Widget XL,"428, Park Ave",Surat,GJ,395001,Express delivery
Omega Brands,omega.brands@yahoo.com,+91-8288646809,198.15,50,LABEL-5595,Tablet Folio Case,"857, Market Complex",Lucknow,UP,226001,Leave at front door
Nova Distributors,nova.distributors@rediffmail.com,+91-9854687274,22.94,31,CART-9916,Barcode Scanner USB,"677, Hospital Road",Rajkot,GJ,360001,
Crest Enterprises,crest.enterprises@outlook.com,+91-8745677763,25.76,22,SCAN-1032,Wireless Charger Pad,"645, Business Center",Chandigarh,CH,160001,Call before delivery
Cascade Imports,cascade.imports@company.in,+91-9972741380,21.90,39,RACK-3134,Shipping Box S,"996, Business Center",Meerut,UP,250001,Call before delivery
Reliable Retail,reliable.retail@rediffmail.com,+91-8388897776,3.10,44,LIGHT-2282,Phone Case Silicone,"195, MG Road",Goa,GA,403001,Office hours only
Titan Trading,titan.trading@rediffmail.com,+91-8906278172,38.81,36,BATT-1921,Phone Case Silicone,"654, Technology Park",Bhubaneswar,OD,751001,Express delivery
Reliable Retail,reliable.retail@icloud.com,+91-7804861331,201.23,12,GLOVE-4436,Wire Shelving Unit 5-tier,"471, Market Complex",Srinagar,JK,190001,Call before delivery
Metro Supplies,metro.supplies@outlook.com,+91-9664482179,59.00,39,PACK-0054,Precision Tool Kit,"194, Hospital Road",Nashik,MH,422001,Standard shipping
Cascade Imports,cascade.imports@company.in,+91-8674884377,350.32,30,SEAL-3264,Car Charger 36W,"53, Sector",Mysore,KA,570001,Leave at front door
Atlas Merchants,atlas.merchants@zoho.com,+91-7457833737,9.54,31,ELEC-5921,Smart Gadget Lite,"43, College Road",Kolkata,WB,700001,Handle with care
GlobalMart,globalmart@company.in,+91-7314265478,199.06,36,LIGHT-0655,Wire Shelving Unit 5-tier,"62, Main St",Kolkata,WB,700001,
InnovateTech,innovatetech@rediffmail.com,+91-9026089123,8.95,19,RACK-4371,Platform Truck 600lb,"363, College Road",Faridabad,HR,121001,Gift wrap please
Quantum Distribution,quantum.distribution@outlook.com,+91-7563060236,249.26,36,LIGHT-8876,Mobile Computer PDA,"18, Industrial Blvd",Delhi,DL,110001,Gift wrap please
GlobalMart,globalmart@icloud.com,+91-8331638963,43.37,32,AUDIO-7529,Mobile Computer PDA,"170, Bazaar Street",Faridabad,HR,121001,
NexGen Logistics,nexgen.logistics@nexusmail.com,+91-8426085974,28.95,7,SCAN-6336,Thermal Label 4x6 250pk,"219, Technology Park",Faridabad,HR,121001,Leave at front door
InnovateTech,innovatetech@yahoo.com,+91-9910160393,24.76,46,SCAN-6229,Plastic Widget XL,"555, Hospital Road",Kochi,KL,682001,
Pinnacle Wholesale,pinnacle.wholesale@nexusmail.com,+91-8635276526,11.36,28,SCAN-6356,Thermal Label 4x6 250pk,"622, Technology Park",Mysore,KA,570001,Rush delivery needed
Apex Ventures,apex.ventures@outlook.com,+91-7678738564,7.66,39,FILTER-5788,Bubble Wrap Roll,"281, Technology Park",Ahmedabad,GJ,380001,Standard shipping
Polaris Retail,polaris.retail@company.in,+91-9249483834,91.50,25,AUDIO-1060,Thermal Label 4x6 250pk,"731, Hospital Road",Ludhiana,PB,141001,Rush delivery needed
Acme Corp,acme.corp@proton.me,+91-9372968369,7.07,24,SEAL-1466,Tamper Seal 100pk,"262, Ring Road",Amritsar,PB,143001,Standard shipping
Quantum Distribution,quantum.distribution@company.in,+91-9797286741,13.62,17,PRINT-8474,Barcode Scanner USB,"544, Hospital Road",Allahabad,UP,211001,Gift wrap please
Reliable Retail,reliable.retail@gmail.com,+91-9317030808,51.03,24,TOOL-9058,Smart Gadget Lite,"257, Park Ave",Visakhapatnam,AP,530001,Handle with care
Vega Exports,vega.exports@company.in,+91-7912634382,13.56,10,AUDIO-6709,Tablet Folio Case,"171, Market Complex",Vadodara,GJ,390001,Standard shipping
GlobalMart,globalmart@nexusmail.com,+91-9569833061,50.28,40,CASE-8978,Nitrile Gloves M 100pk,"965, Sector",Chennai,TN,600001,
Horizon Wholesale,horizon.wholesale@outlook.com,+91-7220723305,40.40,2,CHARG-2929,Utility Cart 300lb,"128, Hospital Road",Agra,UP,282001,Handle with care
Delta Commerce,delta.commerce@fastmail.com,+91-7804911146,18.60,47,FILTER-2815,Car Charger 36W,"526, College Road",Allahabad,UP,211001,Fragile items
Acme Corp,acme.corp@fastmail.com,+91-8537030435,11.53,4,CABLE-3964,Barcode Scanner USB,"855, Ring Road",Udaipur,RJ,313001,Rush delivery needed
Crest Enterprises,crest.enterprises@company.in,+91-9337742534,6.69,16,BATT-9929,Smart Gadget Pro,"69, Sector",Guwahati,AS,781001,Handle with care
PrimeSourcing,primesourcing@gmail.com,+91-9471561775,13.19,30,CART-8872,Bubble Wrap Roll,"911, Market Complex",Meerut,UP,250001,
Delta Commerce,delta.commerce@fastmail.com,+91-8327742955,130.86,39,UNIF-6680,Lithium Battery Pack,"516, College Road",Amritsar,PB,143001,
Sigma Networks,sigma.networks@outlook.com,+91-9758849117,60.39,14,ELEC-9903,Packing Tape 36yd,"392, Sector",Bangalore,KA,560001,Call before delivery
Elite Traders,elite.traders@rediffmail.com,+91-7706367086,18.78,21,PRINT-2412,Thermal Label 4x6 250pk,"886, Tower Road",Delhi,DL,110001,Rush delivery needed
Vertex Solutions,vertex.solutions@outlook.com,+91-9961167544,148.56,26,CHARG-7976,Bubble Wrap Roll,"478, Station Road",Rajkot,GJ,360001,Gift wrap please
Delta Commerce,delta.commerce@rediffmail.com,+91-7804029075,12.65,30,PRINT-1660,Phone Case Silicone,"384, Main St",Bhopal,MP,462001,Rush delivery needed
Apex Ventures,apex.ventures@zoho.com,+91-8162577182,8.30,42,CART-7817,Smart Gadget Pro,"957, College Road",Visakhapatnam,AP,530001,Leave at front door
Phoenix Trade,phoenix.trade@zoho.com,+91-7543711449,23.76,23,ELEC-2392,Platform Truck 600lb,"277, Main St",Ahmedabad,GJ,380001,Weekend delivery
Acme Corp,acme.corp@fastmail.com,+91-8321953783,11.48,41,SCAN-7542,Shipping Box S,"637, Ring Road",Bhopal,MP,462001,Express delivery
Elite Traders,elite.traders@rediffmail.com,+91-9485473899,248.48,34,SEAL-8421,Smart Gadget Pro,"683, Hospital Road",Hyderabad,TS,500001,Express delivery
Omega Brands,omega.brands@icloud.com,+91-8081896588,10.72,5,LABEL-4377,USB-C Cable 3ft,"146, Hospital Road",Udaipur,RJ,313001,Standard shipping
Cascade Imports,cascade.imports@nexusmail.com,+91-7137215768,8.09,40,CASE-0199,HDMI Cable 6ft,"200, Sector",Chennai,TN,600001,Gift wrap please
Crest Enterprises,crest.enterprises@nexusmail.com,+91-7690110074,10.18,10,TOOL-2678,Smart Gadget Pro,"272, Station Road",Kochi,KL,682001,Leave at front door
Sigma Networks,sigma.networks@yahoo.com,+91-7374320481,81.69,30,LABEL-5616,Mobile Computer PDA,"746, Ring Road",Ludhiana,PB,141001,Express delivery
Phoenix Trade,phoenix.trade@zoho.com,+91-9431753332,350.18,37,PRINT-5350,Safety Goggles Anti-Fog,"160, MG Road",Nashik,MH,422001,
Titan Trading,titan.trading@icloud.com,+91-9937942151,21.21,44,AUDIO-0365,Tamper Seal 100pk,"495, Business Center",Goa,GA,403001,
Metro Supplies,metro.supplies@fastmail.com,+91-7984143769,11.20,32,ELEC-2425,Platform Truck 600lb,"229, College Road",Rajkot,GJ,360001,Office hours only
Vertex Solutions,vertex.solutions@nexusmail.com,+91-8776776301,10.69,30,PACK-6761,Bubble Wrap Roll,"430, Tower Road",Agra,UP,282001,
Metro Supplies,metro.supplies@company.in,+91-7217351150,80.48,16,GADGET-7138,Bubble Wrap Roll,"835, Sector",Chennai,TN,600001,
PrimeSourcing,primesourcing@proton.me,+91-8009240891,26.74,2,GLOVE-8059,Bubble Wrap Roll,"603, Technology Park",Chandigarh,CH,160001,Handle with care
Zenith Group,zenith.group@proton.me,+91-8101330865,150.43,19,SCAN-5360,Pallet Rack 96in,"386, College Road",Agra,UP,282001,Fragile items
GlobalMart,globalmart@yahoo.com,+91-8614322099,28.59,6,PRINT-2489,Smart Gadget Lite,"3, Lake View Rd",Chennai,TN,600001,Standard shipping
NexGen Logistics,nexgen.logistics@gmail.com,+91-9293756825,7.70,19,RACK-1434,Smart Gadget Pro,"170, Bazaar Street",Jaipur,RJ,302001,
Elite Traders,elite.traders@rediffmail.com,+91-9013110027,248.32,3,LIGHT-2785,Bubble Wrap Roll,"844, Lake View Rd",Kolkata,WB,700001,Rush delivery needed
InnovateTech,innovatetech@company.in,+91-7932028168,10.28,40,TOOL-7575,Barcode Scanner USB,"873, Business Center",Meerut,UP,250001,Office hours only
NexGen Logistics,nexgen.logistics@fastmail.com,+91-7104961562,88.89,32,FILTER-2668,Nitrile Gloves M 100pk,"830, Lake View Rd",Kolkata,WB,700001,Leave at front door
Apex Ventures,apex.ventures@fastmail.com,+91-8369640818,200.81,19,CASE-5352,Smart Bulb WiFi,"247, Lake View Rd",Rajkot,GJ,360001,Standard shipping
PrimeSourcing,primesourcing@outlook.com,+91-7483924113,50.34,6,LABEL-2067,USB-C Cable 3ft,"741, Park Ave",Bangalore,KA,560001,Handle with care
Elite Traders,elite.traders@rediffmail.com,+91-8343026071,150.86,38,PRINT-9046,Pallet Rack 96in,"310, Bazaar Street",Varanasi,UP,221001,Standard shipping
Polaris Retail,polaris.retail@nexusmail.com,+91-7627455231,89.45,42,TOOL-0802,Smart Gadget Pro,"862, College Road",Chandigarh,CH,160001,Standard shipping
Vertex Solutions,vertex.solutions@company.in,+91-9568152412,19.84,12,LABEL-2178,Air Purifier Filter,"764, Station Road",Visakhapatnam,AP,530001,Standard shipping
Orion Industries,orion.industries@rediffmail.com,+91-7305473818,81.81,1,FILTER-2428,Smart Gadget Pro,"906, Industrial Blvd",Nagpur,MH,440001,Standard shipping
Quantum Distribution,quantum.distribution@fastmail.com,+91-7125911209,40.87,18,PRINT-5911,Water Filter Cartridge,"820, Tower Road",Mysore,KA,570001,Standard shipping
Apex Ventures,apex.ventures@rediffmail.com,+91-7660937664,16.08,7,CABLE-5448,Warehouse Vest Orange,"281, Market Complex",Mumbai,MH,400001,Weekend delivery
Zenith Group,zenith.group@fastmail.com,+91-8936581712,89.81,28,CASE-8828,Address Label 100pk,"46, Business Center",Indore,MP,452001,
Metro Supplies,metro.supplies@gmail.com,+91-8554864689,301.85,38,LABEL-9974,Wire Shelving Unit 5-tier,"237, Bazaar Street",Kochi,KL,682001,Handle with care
Metro Supplies,metro.supplies@icloud.com,+91-9792315073,29.19,29,AUDIO-9496,Wireless Charger Pad,"405, Business Center",Ludhiana,PB,141001,
Acme Corp,acme.corp@fastmail.com,+91-7783062032,61.80,3,WIDGET-7046,Smart Gadget Lite,"982, Park Ave",Ludhiana,PB,141001,Express delivery
Vertex Solutions,vertex.solutions@company.in,+91-9401093888,2.06,35,CASE-9835,Smart Gadget Lite,"509, Tower Road",Bhubaneswar,OD,751001,
Reliable Retail,reliable.retail@fastmail.com,+91-8837453068,46.41,50,BATT-8931,Receipt Printer Thermal,"206, Main St",Meerut,UP,250001,Standard shipping
Titan Trading,titan.trading@proton.me,+91-7067723036,198.97,22,CABLE-4231,Lithium Battery Pack,"674, Business Center",Chennai,TN,600001,Express delivery
Titan Trading,titan.trading@company.in,+91-8184322793,8.81,11,CASE-5071,Utility Cart 300lb,"709, Market Complex",Kochi,KL,682001,Fragile items
Atlas Merchants,atlas.merchants@yahoo.com,+91-7784918648,46.40,10,CHARG-2933,USB-C Hub 7-in-1,"784, Lake View Rd",Ahmedabad,GJ,380001,Rush delivery needed
Metro Supplies,metro.supplies@yahoo.com,+91-8576997555,199.85,50,SCAN-4560,Basic Tool Set,"365, Hospital Road",Udaipur,RJ,313001,Handle with care
GlobalMart,globalmart@rediffmail.com,+91-9376712389,40.17,25,SCAN-1416,Precision Tool Kit,"167, Industrial Blvd",Nagpur,MH,440001,Leave at front door
Metro Supplies,metro.supplies@outlook.com,+91-9069556056,198.77,45,WIDGET-5574,Shipping Box L,"812, Hospital Road",Goa,GA,403001,
Orion Industries,orion.industries@yahoo.com,+91-9035193556,11.84,50,GLOVE-9607,Precision Tool Kit,"763, Technology Park",Udaipur,RJ,313001,Gift wrap please
Eclipse Logistics,eclipse.logistics@zoho.com,+91-9949015500,40.56,25,GADGET-7421,LED Desk Lamp,"4, Tower Road",Guwahati,AS,781001,Gift wrap please
Apex Ventures,apex.ventures@gmail.com,+91-7024351309,24.65,42,LABEL-1397,HDMI Cable 6ft,"864, Park Ave",Allahabad,UP,211001,
Nova Distributors,nova.distributors@fastmail.com,+91-8807454656,12.88,38,ELEC-0533,Label Printer 4x6,"325, Technology Park",Pune,MH,411001,Weekend delivery
Elite Traders,elite.traders@fastmail.com,+91-7983797139,91.42,19,CABLE-4232,Shipping Box L,"157, Business Center",Coimbatore,TN,641001,Rush delivery needed
Metro Supplies,metro.supplies@proton.me,+91-9420349298,5.29,34,SEAL-0373,Plastic Widget XL,"292, Ring Road",Ahmedabad,GJ,380001,Leave at front door
NexGen Logistics,nexgen.logistics@yahoo.com,+91-8187924860,90.39,34,ELEC-4329,Water Filter Cartridge,"326, Bazaar Street",Jaipur,RJ,302001,Handle with care
InnovateTech,innovatetech@outlook.com,+91-8020682116,23.92,38,CART-1306,Platform Truck 600lb,"958, Tower Road",Bhopal,MP,462001,Leave at front door
Phoenix Trade,phoenix.trade@fastmail.com,+91-9465115339,28.39,36,CASE-6885,Basic Tool Set,"674, Ring Road",Rajkot,GJ,360001,Standard shipping
Pinnacle Wholesale,pinnacle.wholesale@gmail.com,+91-7013124002,36.79,5,GLOVE-0697,Nitrile Gloves M 100pk,"829, Ring Road",Jaipur,RJ,302001,Office hours only
Zenith Group,zenith.group@fastmail.com,+91-9932842450,80.35,17,TOOL-5474,Lithium Battery Pack,"190, MG Road",Kolkata,WB,700001,Weekend delivery
Cascade Imports,cascade.imports@icloud.com,+91-9320526601,14.87,41,BATT-8351,Noise Canceling Headphones,"418, Main St",Kolkata,WB,700001,
Titan Trading,titan.trading@fastmail.com,+91-7194566324,39.96,37,LIGHT-6365,LED Desk Lamp,"845, Market Complex",Faridabad,HR,121001,Gift wrap please
Elite Traders,elite.traders@rediffmail.com,+91-7942645305,249.64,26,AUDIO-2043,Packing Tape 36yd,"262, MG Road",Jaipur,RJ,302001,Office hours only
Nova Distributors,nova.distributors@zoho.com,+91-7828826802,13.35,8,RACK-3021,Receipt Printer Thermal,"595, Park Ave",Mumbai,MH,400001,
Titan Trading,titan.trading@nexusmail.com,+91-9440816103,88.91,46,TOOL-6468,HDMI Cable 6ft,"989, Technology Park",Jaipur,RJ,302001,Gift wrap please
Pinnacle Wholesale,pinnacle.wholesale@yahoo.com,+91-9281311803,25.86,42,SEAL-1753,Water Filter Cartridge,"212, Lake View Rd",Mumbai,MH,400001,
PrimeSourcing,primesourcing@outlook.com,+91-9161178008,41.90,24,CHARG-7265,LED Desk Lamp,"879, MG Road",Pune,MH,411001,Standard shipping
PrimeSourcing,primesourcing@nexusmail.com,+91-9170241820,41.47,23,GLOVE-8011,Car Charger 36W,"448, Main St",Visakhapatnam,AP,530001,
Pinnacle Wholesale,pinnacle.wholesale@gmail.com,+91-7195270128,78.24,30,UNIF-4737,Smart Bulb WiFi,"424, Park Ave",Coimbatore,TN,641001,
Horizon Wholesale,horizon.wholesale@company.in,+91-7045172027,18.70,19,UNIF-1070,Pallet Rack 96in,"466, Ring Road",Lucknow,UP,226001,
Elite Traders,elite.traders@nexusmail.com,+91-7883531031,21.35,13,GLOVE-3614,Thermal Label 4x6 250pk,"927, Industrial Blvd",Vadodara,GJ,390001,Standard shipping
Acme Corp,acme.corp@nexusmail.com,+91-8670194133,61.94,25,CABLE-1800,Car Charger 36W,"739, Ring Road",Mysore,KA,570001,Weekend delivery
Vega Exports,vega.exports@company.in,+91-8322812660,13.19,18,TOOL-9293,Power Adapter 100W,"248, Bazaar Street",Kolkata,WB,700001,
Elite Traders,elite.traders@company.in,+91-9618179457,351.41,49,BATT-8144,Safety Goggles Anti-Fog,"4, Industrial Blvd",Agra,UP,282001,Office hours only
Acme Corp,acme.corp@rediffmail.com,+91-7613924216,23.00,37,CASE-6961,Wireless Charger Pad,"713, Hospital Road",Kochi,KL,682001,Gift wrap please
Pinnacle Wholesale,pinnacle.wholesale@icloud.com,+91-8852083927,13.67,41,PACK-1575,Shipping Box L,"484, Tower Road",Indore,MP,452001,Office hours only
Reliable Retail,reliable.retail@nexusmail.com,+91-7790279794,24.42,3,FILTER-8080,Bluetooth Speaker,"442, Market Complex",Varanasi,UP,221001,
Acme Corp,acme.corp@yahoo.com,+91-7143736864,11.92,37,LABEL-6757,Utility Cart 300lb,"757, Park Ave",Kolkata,WB,700001,
InnovateTech,innovatetech@fastmail.com,+91-7715858611,11.87,46,ELEC-0600,Wireless Charger Pad,"12, Bazaar Street",Vadodara,GJ,390001,Gift wrap please
Crest Enterprises,crest.enterprises@proton.me,+91-9926537405,200.34,18,TOOL-5584,Noise Canceling Headphones,"627, Park Ave",Pune,MH,411001,Express delivery
GlobalMart,globalmart@company.in,+91-7144772391,301.74,48,CHARG-8865,Lithium Battery Pack,"674, Hospital Road",Bhubaneswar,OD,751001,Gift wrap please
Polaris Retail,polaris.retail@gmail.com,+91-7290676021,5.54,14,RACK-3758,Wire Shelving Unit 5-tier,"285, Main St",Mysore,KA,570001,Handle with care
Orion Industries,orion.industries@rediffmail.com,+91-7088122780,25.22,49,PRINT-9367,Plastic Widget XL,"684, Business Center",Amritsar,PB,143001,Fragile items
Reliable Retail,reliable.retail@outlook.com,+91-9710837403,90.92,15,LIGHT-2173,Phone Case Silicone,"472, Main St",Surat,GJ,395001,Gift wrap please
Titan Trading,titan.trading@zoho.com,+91-9989236760,11.12,40,PACK-4909,Tamper Seal 100pk,"158, Station Road",Ludhiana,PB,141001,
GlobalMart,globalmart@outlook.com,+91-8746632950,28.68,25,SEAL-1779,Basic Tool Set,"783, Industrial Blvd",Chandigarh,CH,160001,Rush delivery needed
Reliable Retail,reliable.retail@yahoo.com,+91-9662731782,34.73,27,CHARG-8524,Platform Truck 600lb,"906, MG Road",Lucknow,UP,226001,
Vega Exports,vega.exports@icloud.com,+91-8746096575,81.31,29,RACK-3533,Thermal Label 4x6 250pk,"436, Industrial Blvd",Srinagar,JK,190001,Office hours only
Nova Distributors,nova.distributors@zoho.com,+91-9615812625,30.42,21,LIGHT-6649,Phone Case Silicone,"385, Hospital Road",Faridabad,HR,121001,
Omega Brands,omega.brands@zoho.com,+91-9951817050,46.18,38,AUDIO-8742,USB-C Hub 7-in-1,"574, Lake View Rd",Chennai,TN,600001,Fragile items
Zenith Group,zenith.group@icloud.com,+91-9617926571,10.71,4,AUDIO-0832,Warehouse Vest Orange,"879, Tower Road",Jaipur,RJ,302001,Gift wrap please
Omega Brands,omega.brands@yahoo.com,+91-8761422260,348.32,35,CHARG-4279,Water Filter Cartridge,"563, Industrial Blvd",Agra,UP,282001,Weekend delivery
Eclipse Logistics,eclipse.logistics@outlook.com,+91-7457838902,21.39,28,PRINT-1465,Safety Goggles Anti-Fog,"152, Tower Road",Bangalore,KA,560001,Gift wrap please
Delta Commerce,delta.commerce@yahoo.com,+91-9490852184,300.18,47,LABEL-2698,Car Charger 36W,"868, Ring Road",Coimbatore,TN,641001,
Acme Corp,acme.corp@gmail.com,+91-7079313977,16.09,50,TOOL-5284,Lithium Battery Pack,"776, Station Road",Mumbai,MH,400001,
Vertex Solutions,vertex.solutions@icloud.com,+91-7321967537,39.91,6,CART-6088,Smart Gadget Lite,"807, MG Road",Chennai,TN,600001,
Astra Corporation,astra.corporation@icloud.com,+91-8242098103,10.94,47,ELEC-8258,Receipt Printer Thermal,"297, Hospital Road",Delhi,DL,110001,Call before delivery
Elite Traders,elite.traders@company.in,+91-9189385547,201.24,6,CART-7812,Phone Case Silicone,"503, Market Complex",Surat,GJ,395001,Office hours only
Cascade Imports,cascade.imports@yahoo.com,+91-7139151171,15.00,12,PACK-7683,Smart Gadget Pro,"520, Sector",Lucknow,UP,226001,
Delta Commerce,delta.commerce@gmail.com,+91-9902542192,48.00,39,PACK-5659,Label Printer 4x6,"350, Park Ave",Bangalore,KA,560001,Leave at front door
Apex Ventures,apex.ventures@fastmail.com,+91-7402840907,8.61,34,SEAL-2446,Car Charger 36W,"524, Technology Park",Faridabad,HR,121001,Office hours only
Metro Supplies,metro.supplies@rediffmail.com,+91-8890159194,31.28,24,GADGET-9053,Smart Gadget Pro,"641, Lake View Rd",Hyderabad,TS,500001,
TechStart Inc,techstart.inc@proton.me,+91-8829370296,4.40,16,SCAN-5818,Plastic Widget XL,"791, Tower Road",Bhopal,MP,462001,Office hours only
Helix Suppliers,helix.suppliers@fastmail.com,+91-7153926044,58.23,9,PACK-4143,Safety Goggles Anti-Fog,"128, Bazaar Street",Nagpur,MH,440001,
Omega Brands,omega.brands@fastmail.com,+91-9109533258,300.92,17,CART-7761,Cut Resistant Gloves L,"902, Bazaar Street",Mumbai,MH,400001,
Quantum Distribution,quantum.distribution@fastmail.com,+91-8309745101,40.10,25,AUDIO-2538,Precision Tool Kit,"145, Station Road",Indore,MP,452001,Handle with care
Zenith Group,zenith.group@icloud.com,+91-9193897422,80.08,47,CASE-6679,Tablet Folio Case,"163, Main St",Meerut,UP,250001,
Quantum Distribution,quantum.distribution@proton.me,+91-8014443010,11.71,24,TOOL-7569,Smart Gadget Pro,"842, Sector",Jaipur,RJ,302001,Handle with care
Elite Traders,elite.traders@proton.me,+91-9862115546,8.02,23,BATT-6608,Bluetooth Speaker,"739, MG Road",Surat,GJ,395001,
Apex Ventures,apex.ventures@rediffmail.com,+91-9986513049,19.17,44,TOOL-7698,Shipping Box L,"316, Sector",Bhubaneswar,OD,751001,
Vertex Solutions,vertex.solutions@company.in,+91-8655412948,131.83,33,AUDIO-1786,Shipping Box M,"248, Market Complex",Meerut,UP,250001,Weekend delivery
Polaris Retail,polaris.retail@fastmail.com,+91-8525989966,19.32,12,GADGET-5570,Smart Gadget Pro,"297, MG Road",Goa,GA,403001,Fragile items
Atlas Merchants,atlas.merchants@gmail.com,+91-9506956538,26.66,16,LIGHT-8622,Wireless Charger Pad,"602, Ring Road",Meerut,UP,250001,Gift wrap please
Horizon Wholesale,horizon.wholesale@yahoo.com,+91-7334821804,61.22,47,ELEC-9829,Address Label 100pk,"539, Lake View Rd",Tiruvananthapuram,KL,695001,
Astra Corporation,astra.corporation@yahoo.com,+91-8944121982,91.89,4,PRINT-3244,Cut Resistant Gloves L,"222, Industrial Blvd",Bhubaneswar,OD,751001,Gift wrap please
Zenith Group,zenith.group@rediffmail.com,+91-7251720992,5.41,3,SCAN-8273,Cut Resistant Gloves L,"777, Ring Road",Ludhiana,PB,141001,
Zenith Group,zenith.group@yahoo.com,+91-9831278743,5.11,33,WIDGET-0175,AA Rechargeable 4pk,"214, College Road",Guwahati,AS,781001,
Acme Corp,acme.corp@gmail.com,+91-9744688275,2.44,22,UNIF-0215,Noise Canceling Headphones,"705, Sector",Kolkata,WB,700001,Fragile items
Metro Supplies,metro.supplies@zoho.com,+91-7392264461,16.28,17,WIDGET-3502,Bubble Wrap Roll,"377, Tower Road",Mysore,KA,570001,Office hours only
Vertex Solutions,vertex.solutions@rediffmail.com,+91-9649326144,59.23,4,UNIF-9422,Phone Case Silicone,"112, Market Complex",Jaipur,RJ,302001,Handle with care
Elite Traders,elite.traders@nexusmail.com,+91-7086486881,11.90,26,CABLE-6673,LED Desk Lamp,"175, College Road",Ludhiana,PB,141001,
Astra Corporation,astra.corporation@outlook.com,+91-7786869151,90.01,39,CHARG-5492,Water Filter Cartridge,"429, Park Ave",Bhopal,MP,462001,Handle with care
GlobalMart,globalmart@company.in,+91-8334415616,13.51,45,PACK-0349,Water Filter Cartridge,"244, Lake View Rd",Bangalore,KA,560001,Weekend delivery
Cascade Imports,cascade.imports@proton.me,+91-7381726880,90.07,28,SEAL-0295,Smart Gadget Pro,"967, Technology Park",Coimbatore,TN,641001,Handle with care
Phoenix Trade,phoenix.trade@gmail.com,+91-7289613574,6.55,14,PACK-2524,Address Label 100pk,"75, Ring Road",Goa,GA,403001,Office hours only
Astra Corporation,astra.corporation@nexusmail.com,+91-8165816822,24.01,12,SEAL-8341,Platform Truck 600lb,"188, Sector",Kolkata,WB,700001,Call before delivery
Crest Enterprises,crest.enterprises@yahoo.com,+91-9110728690,19.69,41,SCAN-3455,Safety Goggles Anti-Fog,"852, Business Center",Mysore,KA,570001,Weekend delivery
Elite Traders,elite.traders@gmail.com,+91-9601179181,31.58,16,LABEL-3180,Water Filter Cartridge,"306, Technology Park",Pune,MH,411001,Rush delivery needed
Sigma Networks,sigma.networks@fastmail.com,+91-9113959060,2.17,9,SCAN-2034,Smart Gadget Lite,"105, MG Road",Goa,GA,403001,Gift wrap please
